時刻水位月表検索結果
水系名,多摩川
河川名,多摩川
観測所名,多摩川河口
観測所記号,303051283310010
#
#日付,1時データ,1時フラグ,,,,,,,,24時データ,24時フラグ
#  フラグの意味： *:暫定値, $:欠測, #:閉局, -:未登録
#
,1時,,2時,,3時,,4時,,5時,,6時,,7時,,8時,,9時,,10時,,11時,,12時,,13時,,14時,,15時,,16時,,17時,,18時,,19時,,20時,,21時,,22時,,23時,,24時,
2020/11/01,    0.72, ,    1.06, ,    1.46, ,    1.75, ,    1.90, ,    1.88, ,    1.74, ,    1.51, ,    1.25, ,    1.02, ,    0.90, ,    0.91, ,    1.10, ,    1.39, ,    1.68, ,    1.90, ,    1.99, ,    1.90, ,    1.62, ,    1.29, ,    0.92, ,    0.65, ,    0.55, ,    0.51, 
2020/11/02,    0.60, ,    0.93, ,    1.34, ,    1.71, ,    1.96, ,    2.04, ,    1.96, ,    1.73, ,    1.49, ,    1.27, ,    1.10, ,    1.08, ,    1.20, ,    1.44, ,    1.71, ,    1.97, ,    2.05, ,    2.03, ,    1.80, ,    1.49, ,    1.10, ,    0.78, ,    0.61, ,    0.57, 
2020/11/03,    0.60, ,    0.80, ,    1.18, ,    1.55, ,    1.89, ,    2.06, ,    2.07, ,    1.92, ,    1.69, ,    1.45, ,    1.27, ,    1.21, ,    1.25, ,    1.40, ,    1.62, ,    1.88, ,    2.07, ,    2.11, ,    1.94, ,    1.61, ,    1.27, ,    0.91, ,    0.70, ,    0.60, 
2020/11/04,    0.58, ,    0.68, ,    0.90, ,    1.19, ,    1.56, ,    1.83, ,    1.95, ,    1.87, ,    1.68, ,    1.48, ,    1.29, ,    1.19, ,    1.17, ,    1.26, ,    1.45, ,    1.69, ,    1.88, ,    1.95, ,    1.86, ,    1.63, ,    1.31, ,    1.00, ,    0.73, ,    0.60, 
2020/11/05,    0.53, ,    0.52, ,    0.61, ,    0.92, ,    1.26, ,    1.56, ,    1.73, ,    1.76, ,    1.66, ,    1.49, ,    1.35, ,    1.24, ,    1.19, ,    1.23, ,    1.35, ,    1.52, ,    1.71, ,    1.79, ,    1.78, ,    1.61, ,    1.34, ,    1.07, ,    0.79, ,    0.63, 
2020/11/06,    0.55, ,    0.51, ,    0.54, ,    0.70, ,    0.97, ,    1.27, ,    1.51, ,    1.65, ,    1.65, ,    1.55, ,    1.42, ,    1.30, ,    1.25, ,    1.27, ,    1.35, ,    1.46, ,    1.58, ,    1.67, ,    1.68, ,    1.62, ,    1.46, ,    1.23, ,    0.99, ,    0.76, 
2020/11/07,    0.63, ,    0.58, ,    0.57, ,    0.63, ,    0.82, ,    1.06, ,    1.33, ,    1.53, ,    1.63, ,    1.63, ,    1.55, ,    1.49, ,    1.43, ,    1.44, ,    1.45, ,    1.51, ,    1.57, ,    1.62, ,    1.67, ,    1.64, ,    1.58, ,    1.40, ,    1.24, ,    1.03, 
2020/11/08,    0.88, ,    0.72, ,    0.70, ,    0.71, ,    0.77, ,    0.92, ,    1.12, ,    1.33, ,    1.51, ,    1.61, ,    1.61, ,    1.58, ,    1.49, ,    1.48, ,    1.46, ,    1.49, ,    1.50, ,    1.52, ,    1.54, ,    1.54, ,    1.53, ,    1.47, ,    1.38, ,    1.24, 
2020/11/09,    1.06, ,    0.89, ,    0.78, ,    0.73, ,    0.72, ,    0.75, ,    0.85, ,    1.03, ,    1.25, ,    1.45, ,    1.59, ,    1.64, ,    1.63, ,    1.61, ,    1.59, ,    1.54, ,    1.48, ,    1.42, ,    1.37, ,    1.36, ,    1.38, ,    1.42, ,    1.42, ,    1.39, 
2020/11/10,    1.30, ,    1.19, ,    1.04, ,    0.90, ,    0.77, ,    0.72, ,    0.74, ,    0.83, ,    0.99, ,    1.19, ,    1.40, ,    1.56, ,    1.66, ,    1.69, ,    1.65, ,    1.56, ,    1.41, ,    1.25, ,    1.13, ,    1.09, ,    1.13, ,    1.22, ,    1.33, ,    1.42, 
2020/11/11,    1.43, ,    1.39, ,    1.26, ,    1.09, ,    0.88, ,    0.71, ,    0.61, ,    0.60, ,    0.70, ,    0.88, ,    1.12, ,    1.36, ,    1.54, ,    1.64, ,    1.62, ,    1.49, ,    1.31, ,    1.09, ,    0.88, ,    0.76, ,    0.75, ,    0.84, ,    1.01, ,    1.22, 
2020/11/12,    1.39, ,    1.48, ,    1.49, ,    1.34, ,    1.10, ,    0.85, ,    0.63, ,    0.56, ,    0.53, ,    0.62, ,    0.84, ,    1.12, ,    1.43, ,    1.63, ,    1.69, ,    1.63, ,    1.40, ,    1.12, ,    0.84, ,    0.65, ,    0.57, ,    0.57, ,    0.74, ,    1.00, 
