時刻水位月表検索結果
水系名,多摩川
河川名,多摩川
観測所名,石原
観測所記号,303051283310050
#
#日付,1時データ,1時フラグ,,,,,,,,24時データ,24時フラグ
#  フラグの意味： *:暫定値, $:欠測, #:閉局, -:未登録
#
,1時,,2時,,3時,,4時,,5時,,6時,,7時,,8時,,9時,,10時,,11時,,12時,,13時,,14時,,15時,,16時,,17時,,18時,,19時,,20時,,21時,,22時,,23時,,24時,
2020/12/22,    0.63, ,    0.63, ,    0.63, ,    0.63, ,    0.63, ,    0.62, ,    0.61, ,    0.60, ,    0.60, ,    0.60, ,    0.60, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.62, ,    0.62, ,    0.63, ,    0.63, ,    0.63, ,    0.63, ,    0.63, ,    0.63, 
2020/12/23,    0.62, ,    0.62, ,    0.63, ,    0.63, ,    0.63, ,    0.63, ,    0.62, ,    0.62, ,    0.61, ,    0.61, ,    0.63, ,    0.63, ,    0.63, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.63, 
2020/12/24,    0.63, ,    0.63, ,    0.63, ,    0.63, ,    0.62, ,    0.62, ,    0.61, ,    0.61, ,    0.61, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.61, ,    0.61, ,    0.61, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, 
2020/12/25,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.61, ,    0.60, ,    0.60, ,    0.61, ,    0.62, ,    0.62, ,    0.63, ,    0.63, ,    0.62, ,    0.63, ,    0.62, ,    0.61, ,    0.60, ,    0.60, ,    0.60, ,    0.61, ,    0.60, ,    0.60, 
2020/12/26,    0.60, ,    0.60, ,    0.60, ,    0.61, ,    0.61, ,    0.61, ,    0.60, ,    0.59, ,    0.59, ,    0.60, ,    0.61, ,    0.61, ,    0.61, ,    0.60, ,    0.60, ,    0.60, ,    0.61, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, 
2020/12/27,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.60, ,    0.60, ,    0.59, ,    0.60, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, 
2020/12/28,    0.62, ,    0.62, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.60, ,    0.59, ,    0.60, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.60, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.62, ,    0.62, ,    0.62, ,    0.62, 
2020/12/29,    0.62, ,    0.62, ,    0.61, ,    0.60, ,    0.60, ,    0.60, ,    0.60, ,    0.59, ,    0.60, ,    0.59, ,    0.61, ,    0.62, ,    0.61, ,    0.61, ,    0.61, ,    0.61, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, ,    0.62, 
2020/12/30,    0.61, ,    0.61, ,    0.62, ,    0.62, ,    0.61, ,    0.60, ,    0.60, ,    0.59, ,    0.59, ,    0.59, ,    0.60, ,    0.60, ,    0.60, ,    0.60, ,    0.60, ,    0.61, ,    0.61, ,    0.62, ,    0.61, ,    0.62, ,    0.62, ,    0.63, ,    0.62, ,    0.62, 
2020/12/31,    0.61, ,    0.61, ,    0.61, ,    0.60, ,    0.60, ,    0.60, ,    0.60, ,    0.60, ,    0.59, ,    0.59, ,    0.60, ,    0.61, ,    0.61, ,    0.60, ,    0.61, ,    0.61, ,    0.62, ,    0.63, ,    0.63, ,    0.63, ,    0.64, ,    0.63, ,    0.63, ,    0.63, 
